	Position	Sample_Number	Genome
699	24900	21	GUT_GENOME253287_2
700	25000	24	GUT_GENOME253287_2
701	25100	11	GUT_GENOME253287_2
702	25200	18	GUT_GENOME253287_2
703	25300	16	GUT_GENOME253287_2
704	25400	14	GUT_GENOME253287_2
705	25500	25	GUT_GENOME253287_2
706	25600	11	GUT_GENOME253287_2
707	25700	18	GUT_GENOME253287_2
708	25800	25	GUT_GENOME253287_2
709	25900	24	GUT_GENOME253287_2
710	26000	26	GUT_GENOME253287_2
711	26100	29	GUT_GENOME253287_2
712	26200	38	GUT_GENOME253287_2
713	26300	38	GUT_GENOME253287_2
714	26400	29	GUT_GENOME253287_2
715	26500	28	GUT_GENOME253287_2
716	26600	25	GUT_GENOME253287_2
717	26700	23	GUT_GENOME253287_2
718	26800	19	GUT_GENOME253287_2
719	26900	26	GUT_GENOME253287_2
720	27000	24	GUT_GENOME253287_2
721	27100	26	GUT_GENOME253287_2
722	27200	18	GUT_GENOME253287_2
723	27300	11	GUT_GENOME253287_2
724	27400	21	GUT_GENOME253287_2
725	27500	15	GUT_GENOME253287_2
726	27600	21	GUT_GENOME253287_2
727	27700	30	GUT_GENOME253287_2
728	27800	28	GUT_GENOME253287_2
729	27900	28	GUT_GENOME253287_2
730	28000	30	GUT_GENOME253287_2
731	28100	31	GUT_GENOME253287_2
732	28200	26	GUT_GENOME253287_2
733	28300	34	GUT_GENOME253287_2
734	28400	27	GUT_GENOME253287_2
735	28500	35	GUT_GENOME253287_2
736	28600	23	GUT_GENOME253287_2
737	28700	26	GUT_GENOME253287_2
738	28800	19	GUT_GENOME253287_2
739	28900	28	GUT_GENOME253287_2
740	29000	36	GUT_GENOME253287_2
741	29100	38	GUT_GENOME253287_2
742	29200	26	GUT_GENOME253287_2
743	29300	17	GUT_GENOME253287_2
744	29400	3	GUT_GENOME253287_2
745	29500	10	GUT_GENOME253287_2
746	29600	16	GUT_GENOME253287_2
747	29700	8	GUT_GENOME253287_2
748	29800	16	GUT_GENOME253287_2
749	29900	11	GUT_GENOME253287_2
750	30000	8	GUT_GENOME253287_2
751	30100	16	GUT_GENOME253287_2
752	30200	4	GUT_GENOME253287_2
753	30300	4	GUT_GENOME253287_2
754	30400	1	GUT_GENOME253287_2
755	30500	8	GUT_GENOME253287_2
756	30600	13	GUT_GENOME253287_2
757	30700	6	GUT_GENOME253287_2
758	30800	14	GUT_GENOME253287_2
759	30900	11	GUT_GENOME253287_2
760	31000	12	GUT_GENOME253287_2
761	31100	18	GUT_GENOME253287_2
762	31200	13	GUT_GENOME253287_2
763	31300	24	GUT_GENOME253287_2
764	31400	24	GUT_GENOME253287_2
765	31500	24	GUT_GENOME253287_2
766	31600	38	GUT_GENOME253287_2
767	31700	34	GUT_GENOME253287_2
768	31800	14	GUT_GENOME253287_2
769	31900	4	GUT_GENOME253287_2
770	32000	1	GUT_GENOME253287_2
771	32100	8	GUT_GENOME253287_2
772	32200	10	GUT_GENOME253287_2
773	32300	20	GUT_GENOME253287_2
774	32400	27	GUT_GENOME253287_2
775	32500	8	GUT_GENOME253287_2
776	32600	11	GUT_GENOME253287_2
777	32700	28	GUT_GENOME253287_2
778	32800	24	GUT_GENOME253287_2
779	32900	32	GUT_GENOME253287_2
780	33000	17	GUT_GENOME253287_2
781	33100	17	GUT_GENOME253287_2
782	33200	15	GUT_GENOME253287_2
783	33300	6	GUT_GENOME253287_2
784	33400	16	GUT_GENOME253287_2
785	33500	12	GUT_GENOME253287_2
786	33600	2	GUT_GENOME253287_2
787	33700	19	GUT_GENOME253287_2
788	33800	15	GUT_GENOME253287_2
789	33900	8	GUT_GENOME253287_2
790	34000	30	GUT_GENOME253287_2
791	34100	20	GUT_GENOME253287_2
792	34200	22	GUT_GENOME253287_2
793	34300	26	GUT_GENOME253287_2
794	34400	22	GUT_GENOME253287_2
795	34500	15	GUT_GENOME253287_2
796	34600	1	GUT_GENOME253287_2
797	34700	4	GUT_GENOME253287_2
798	34800	1	GUT_GENOME253287_2
799	34900	7	GUT_GENOME253287_2
800	35000	22	GUT_GENOME253287_2
801	35100	24	GUT_GENOME253287_2
802	35200	14	GUT_GENOME253287_2
803	35300	18	GUT_GENOME253287_2
804	35400	3	GUT_GENOME253287_2
805	35500	14	GUT_GENOME253287_2
806	35600	12	GUT_GENOME253287_2
807	35700	10	GUT_GENOME253287_2
808	35800	12	GUT_GENOME253287_2
809	35900	7	GUT_GENOME253287_2
810	36000	13	GUT_GENOME253287_2
811	36100	10	GUT_GENOME253287_2
812	36200	9	GUT_GENOME253287_2
813	36300	17	GUT_GENOME253287_2
814	36400	25	GUT_GENOME253287_2
815	36500	21	GUT_GENOME253287_2
816	36600	18	GUT_GENOME253287_2
817	36700	18	GUT_GENOME253287_2
818	36800	5	GUT_GENOME253287_2
819	36900	8	GUT_GENOME253287_2
820	37000	11	GUT_GENOME253287_2
821	37100	20	GUT_GENOME253287_2
822	37200	20	GUT_GENOME253287_2
823	37300	27	GUT_GENOME253287_2
824	37400	18	GUT_GENOME253287_2
825	37500	36	GUT_GENOME253287_2
826	37600	18	GUT_GENOME253287_2
827	37700	30	GUT_GENOME253287_2
828	37800	18	GUT_GENOME253287_2
829	37900	6	GUT_GENOME253287_2
830	38000	6	GUT_GENOME253287_2
831	38100	8	GUT_GENOME253287_2
832	38200	4	GUT_GENOME253287_2
833	38300	4	GUT_GENOME253287_2
834	38400	13	GUT_GENOME253287_2
835	38500	21	GUT_GENOME253287_2
836	38600	30	GUT_GENOME253287_2
837	38700	15	GUT_GENOME253287_2
838	38800	22	GUT_GENOME253287_2
839	38900	15	GUT_GENOME253287_2
840	39000	6	GUT_GENOME253287_2
841	39100	7	GUT_GENOME253287_2
842	39200	5	GUT_GENOME253287_2
843	39300	19	GUT_GENOME253287_2
844	39400	15	GUT_GENOME253287_2
845	39500	25	GUT_GENOME253287_2
846	39600	22	GUT_GENOME253287_2
847	39700	34	GUT_GENOME253287_2
848	39800	26	GUT_GENOME253287_2
849	39900	42	GUT_GENOME253287_2
850	40000	32	GUT_GENOME253287_2
851	40100	29	GUT_GENOME253287_2
852	40200	45	GUT_GENOME253287_2
853	40300	15	GUT_GENOME253287_2
854	40400	38	GUT_GENOME253287_2
855	40500	32	GUT_GENOME253287_2
856	40600	28	GUT_GENOME253287_2
857	40700	34	GUT_GENOME253287_2
858	40800	19	GUT_GENOME253287_2
859	40900	23	GUT_GENOME253287_2
860	41000	36	GUT_GENOME253287_2
861	41100	23	GUT_GENOME253287_2
862	41200	30	GUT_GENOME253287_2
863	41300	36	GUT_GENOME253287_2
864	41400	27	GUT_GENOME253287_2
865	41500	20	GUT_GENOME253287_2
866	41600	20	GUT_GENOME253287_2
867	41700	13	GUT_GENOME253287_2
868	41800	10	GUT_GENOME253287_2
869	41900	7	GUT_GENOME253287_2
870	42000	11	GUT_GENOME253287_2
871	42100	21	GUT_GENOME253287_2
872	42200	6	GUT_GENOME253287_2
873	42300	1	GUT_GENOME253287_2
874	42400	0	GUT_GENOME253287_2
875	42500	4	GUT_GENOME253287_2
876	42600	1	GUT_GENOME253287_2
877	42700	4	GUT_GENOME253287_2
878	42800	3	GUT_GENOME253287_2
879	42900	5	GUT_GENOME253287_2
880	43000	3	GUT_GENOME253287_2
881	43100	5	GUT_GENOME253287_2
882	43200	3	GUT_GENOME253287_2
883	43300	11	GUT_GENOME253287_2
884	43400	8	GUT_GENOME253287_2
885	43500	11	GUT_GENOME253287_2
886	43600	7	GUT_GENOME253287_2
887	43700	5	GUT_GENOME253287_2
888	43800	4	GUT_GENOME253287_2
889	43900	10	GUT_GENOME253287_2
890	44000	6	GUT_GENOME253287_2
891	44100	4	GUT_GENOME253287_2
892	44200	1	GUT_GENOME253287_2
893	44300	0	GUT_GENOME253287_2
894	44400	0	GUT_GENOME253287_2
895	44500	1	GUT_GENOME253287_2
896	44600	0	GUT_GENOME253287_2
897	44700	0	GUT_GENOME253287_2
898	44800	0	GUT_GENOME253287_2
899	44900	1	GUT_GENOME253287_2
900	0	7	GUT_GENOME239728_23
901	100	18	GUT_GENOME239728_23
902	200	18	GUT_GENOME239728_23
903	300	6	GUT_GENOME239728_23
904	400	10	GUT_GENOME239728_23
905	500	13	GUT_GENOME239728_23
906	600	12	GUT_GENOME239728_23
907	700	12	GUT_GENOME239728_23
908	800	18	GUT_GENOME239728_23
909	900	16	GUT_GENOME239728_23
910	1000	22	GUT_GENOME239728_23
911	1100	26	GUT_GENOME239728_23
912	1200	16	GUT_GENOME239728_23
913	1300	21	GUT_GENOME239728_23
914	1400	20	GUT_GENOME239728_23
915	1500	13	GUT_GENOME239728_23
916	1600	7	GUT_GENOME239728_23
917	1700	18	GUT_GENOME239728_23
918	1800	21	GUT_GENOME239728_23
919	1900	15	GUT_GENOME239728_23
920	2000	18	GUT_GENOME239728_23
921	2100	12	GUT_GENOME239728_23
922	2200	17	GUT_GENOME239728_23
923	2300	15	GUT_GENOME239728_23
924	2400	12	GUT_GENOME239728_23
925	2500	15	GUT_GENOME239728_23
926	2600	11	GUT_GENOME239728_23
927	2700	11	GUT_GENOME239728_23
928	2800	13	GUT_GENOME239728_23
929	2900	12	GUT_GENOME239728_23
930	3000	20	GUT_GENOME239728_23
931	3100	15	GUT_GENOME239728_23
932	3200	11	GUT_GENOME239728_23
933	3300	10	GUT_GENOME239728_23
934	3400	7	GUT_GENOME239728_23
935	3500	7	GUT_GENOME239728_23
936	3600	8	GUT_GENOME239728_23
937	3700	9	GUT_GENOME239728_23
938	3800	13	GUT_GENOME239728_23
939	3900	13	GUT_GENOME239728_23
940	4000	18	GUT_GENOME239728_23
941	4100	8	GUT_GENOME239728_23
942	4200	16	GUT_GENOME239728_23
943	4300	10	GUT_GENOME239728_23
944	4400	14	GUT_GENOME239728_23
945	4500	6	GUT_GENOME239728_23
946	4600	2	GUT_GENOME239728_23
947	4700	4	GUT_GENOME239728_23
948	4800	10	GUT_GENOME239728_23
949	4900	1	GUT_GENOME239728_23
950	5000	4	GUT_GENOME239728_23
951	5100	3	GUT_GENOME239728_23
952	5200	3	GUT_GENOME239728_23
953	5300	1	GUT_GENOME239728_23
954	5400	1	GUT_GENOME239728_23
955	5500	2	GUT_GENOME239728_23
956	5600	2	GUT_GENOME239728_23
957	5700	5	GUT_GENOME239728_23
958	5800	1	GUT_GENOME239728_23
959	5900	2	GUT_GENOME239728_23
960	6000	3	GUT_GENOME239728_23
961	6100	2	GUT_GENOME239728_23
962	6200	2	GUT_GENOME239728_23
963	6300	0	GUT_GENOME239728_23
964	6400	1	GUT_GENOME239728_23
965	6500	3	GUT_GENOME239728_23
966	6600	3	GUT_GENOME239728_23
967	6700	1	GUT_GENOME239728_23
968	6800	3	GUT_GENOME239728_23
969	6900	6	GUT_GENOME239728_23
970	7000	14	GUT_GENOME239728_23
971	7100	15	GUT_GENOME239728_23
972	7200	12	GUT_GENOME239728_23
973	7300	10	GUT_GENOME239728_23
974	7400	11	GUT_GENOME239728_23
975	7500	5	GUT_GENOME239728_23
976	7600	11	GUT_GENOME239728_23
977	7700	8	GUT_GENOME239728_23
978	7800	11	GUT_GENOME239728_23
979	7900	11	GUT_GENOME239728_23
980	8000	9	GUT_GENOME239728_23
981	8100	14	GUT_GENOME239728_23
982	8200	15	GUT_GENOME239728_23
983	8300	11	GUT_GENOME239728_23
984	8400	13	GUT_GENOME239728_23
985	8500	10	GUT_GENOME239728_23
986	8600	19	GUT_GENOME239728_23
987	8700	14	GUT_GENOME239728_23
988	8800	6	GUT_GENOME239728_23
989	8900	7	GUT_GENOME239728_23
990	9000	13	GUT_GENOME239728_23
991	9100	12	GUT_GENOME239728_23
992	9200	11	GUT_GENOME239728_23
993	9300	11	GUT_GENOME239728_23
994	9400	11	GUT_GENOME239728_23
995	9500	11	GUT_GENOME239728_23
996	9600	11	GUT_GENOME239728_23
997	9700	15	GUT_GENOME239728_23
998	9800	10	GUT_GENOME239728_23
999	9900	13	GUT_GENOME239728_23
1000	10000	13	GUT_GENOME239728_23
1001	10100	13	GUT_GENOME239728_23
1002	10200	14	GUT_GENOME239728_23
1003	10300	17	GUT_GENOME239728_23
1004	10400	12	GUT_GENOME239728_23
1005	10500	14	GUT_GENOME239728_23
1006	10600	20	GUT_GENOME239728_23
1007	10700	12	GUT_GENOME239728_23
1008	10800	10	GUT_GENOME239728_23
1009	10900	11	GUT_GENOME239728_23
1010	11000	10	GUT_GENOME239728_23
1011	11100	9	GUT_GENOME239728_23
1012	11200	17	GUT_GENOME239728_23
1013	11300	11	GUT_GENOME239728_23
1014	11400	10	GUT_GENOME239728_23
1015	11500	12	GUT_GENOME239728_23
1016	11600	14	GUT_GENOME239728_23
1017	11700	17	GUT_GENOME239728_23
1018	11800	13	GUT_GENOME239728_23
1019	11900	12	GUT_GENOME239728_23
1020	12000	14	GUT_GENOME239728_23
1021	12100	19	GUT_GENOME239728_23
1022	12200	14	GUT_GENOME239728_23
1023	12300	10	GUT_GENOME239728_23
1024	12400	12	GUT_GENOME239728_23
1025	12500	13	GUT_GENOME239728_23
1026	12600	9	GUT_GENOME239728_23
1027	12700	9	GUT_GENOME239728_23
1028	12800	12	GUT_GENOME239728_23
1029	12900	12	GUT_GENOME239728_23
1030	13000	12	GUT_GENOME239728_23
1031	13100	10	GUT_GENOME239728_23
1032	13200	13	GUT_GENOME239728_23
1033	13300	15	GUT_GENOME239728_23
1034	13400	21	GUT_GENOME239728_23
1035	13500	10	GUT_GENOME239728_23
1036	13600	14	GUT_GENOME239728_23
1037	13700	10	GUT_GENOME239728_23
1038	13800	17	GUT_GENOME239728_23
1039	13900	15	GUT_GENOME239728_23
1040	14000	13	GUT_GENOME239728_23
1041	14100	19	GUT_GENOME239728_23
1042	14200	18	GUT_GENOME239728_23
1043	14300	16	GUT_GENOME239728_23
1044	14400	24	GUT_GENOME239728_23
1045	14500	17	GUT_GENOME239728_23
1046	14600	18	GUT_GENOME239728_23
1047	14700	13	GUT_GENOME239728_23
1048	14800	15	GUT_GENOME239728_23
1049	14900	11	GUT_GENOME239728_23
1050	15000	14	GUT_GENOME239728_23
1051	15100	18	GUT_GENOME239728_23
1052	15200	16	GUT_GENOME239728_23
1053	15300	18	GUT_GENOME239728_23
1054	15400	13	GUT_GENOME239728_23
1055	15500	7	GUT_GENOME239728_23
1056	15600	17	GUT_GENOME239728_23
1057	15700	13	GUT_GENOME239728_23
1058	15800	13	GUT_GENOME239728_23
1059	15900	10	GUT_GENOME239728_23
1060	16000	12	GUT_GENOME239728_23
1061	16100	13	GUT_GENOME239728_23
1062	16200	12	GUT_GENOME239728_23
1063	16300	14	GUT_GENOME239728_23
1064	16400	8	GUT_GENOME239728_23
1065	16500	13	GUT_GENOME239728_23
1066	16600	21	GUT_GENOME239728_23
1067	16700	9	GUT_GENOME239728_23
1068	16800	11	GUT_GENOME239728_23
1069	16900	16	GUT_GENOME239728_23
1070	17000	16	GUT_GENOME239728_23
1071	17100	15	GUT_GENOME239728_23
1072	17200	19	GUT_GENOME239728_23
1073	17300	13	GUT_GENOME239728_23
1074	17400	19	GUT_GENOME239728_23
1075	17500	20	GUT_GENOME239728_23
1076	17600	7	GUT_GENOME239728_23
1077	17700	18	GUT_GENOME239728_23
1078	17800	17	GUT_GENOME239728_23
1079	17900	12	GUT_GENOME239728_23
1080	18000	7	GUT_GENOME239728_23
1081	18100	19	GUT_GENOME239728_23
1082	18200	13	GUT_GENOME239728_23
1083	18300	12	GUT_GENOME239728_23
1084	18400	8	GUT_GENOME239728_23
1085	18500	3	GUT_GENOME239728_23
1086	18600	3	GUT_GENOME239728_23
1087	18700	13	GUT_GENOME239728_23
1088	18800	13	GUT_GENOME239728_23
1089	18900	13	GUT_GENOME239728_23
1090	19000	14	GUT_GENOME239728_23
1091	19100	17	GUT_GENOME239728_23
1092	19200	10	GUT_GENOME239728_23
1093	19300	16	GUT_GENOME239728_23
1094	19400	15	GUT_GENOME239728_23
1095	19500	21	GUT_GENOME239728_23
1096	19600	15	GUT_GENOME239728_23
1097	19700	17	GUT_GENOME239728_23
1098	19800	14	GUT_GENOME239728_23
1099	19900	16	GUT_GENOME239728_23
1100	20000	26	GUT_GENOME239728_23
1101	20100	15	GUT_GENOME239728_23
1102	20200	11	GUT_GENOME239728_23
1103	20300	15	GUT_GENOME239728_23
1104	20400	16	GUT_GENOME239728_23
1105	20500	14	GUT_GENOME239728_23
1106	20600	19	GUT_GENOME239728_23
1107	20700	14	GUT_GENOME239728_23
1108	20800	13	GUT_GENOME239728_23
1109	20900	11	GUT_GENOME239728_23
1110	21000	14	GUT_GENOME239728_23
1111	21100	11	GUT_GENOME239728_23
1112	21200	7	GUT_GENOME239728_23
1113	21300	12	GUT_GENOME239728_23
1114	21400	17	GUT_GENOME239728_23
1115	21500	14	GUT_GENOME239728_23
1116	21600	14	GUT_GENOME239728_23
1117	21700	14	GUT_GENOME239728_23
1118	21800	17	GUT_GENOME239728_23
1119	21900	18	GUT_GENOME239728_23
1120	22000	18	GUT_GENOME239728_23
1121	22100	13	GUT_GENOME239728_23
1122	22200	15	GUT_GENOME239728_23
1123	22300	18	GUT_GENOME239728_23
1124	22400	12	GUT_GENOME239728_23
1125	22500	15	GUT_GENOME239728_23
1126	22600	15	GUT_GENOME239728_23
1127	22700	18	GUT_GENOME239728_23
1128	22800	16	GUT_GENOME239728_23
1129	22900	16	GUT_GENOME239728_23
1130	23000	22	GUT_GENOME239728_23
1131	23100	16	GUT_GENOME239728_23
1132	23200	22	GUT_GENOME239728_23
1133	23300	16	GUT_GENOME239728_23
1134	23400	15	GUT_GENOME239728_23
1135	23500	18	GUT_GENOME239728_23
1136	23600	20	GUT_GENOME239728_23
1137	23700	17	GUT_GENOME239728_23
1138	23800	19	GUT_GENOME239728_23
1139	23900	17	GUT_GENOME239728_23
1140	24000	21	GUT_GENOME239728_23
1141	24100	24	GUT_GENOME239728_23
1142	24200	14	GUT_GENOME239728_23
1143	24300	24	GUT_GENOME239728_23
1144	24400	19	GUT_GENOME239728_23
1145	24500	18	GUT_GENOME239728_23
1146	24600	10	GUT_GENOME239728_23
1147	24700	12	GUT_GENOME239728_23
1148	24800	11	GUT_GENOME239728_23
1149	24900	13	GUT_GENOME239728_23
1150	25000	19	GUT_GENOME239728_23
1151	25100	25	GUT_GENOME239728_23
1152	25200	12	GUT_GENOME239728_23
1153	25300	20	GUT_GENOME239728_23
1154	25400	21	GUT_GENOME239728_23
1155	25500	13	GUT_GENOME239728_23
1156	25600	20	GUT_GENOME239728_23
1157	25700	17	GUT_GENOME239728_23
1158	25800	17	GUT_GENOME239728_23
1159	25900	17	GUT_GENOME239728_23
1160	26000	21	GUT_GENOME239728_23
1161	26100	15	GUT_GENOME239728_23
1162	26200	10	GUT_GENOME239728_23
1163	26300	13	GUT_GENOME239728_23
1164	26400	18	GUT_GENOME239728_23
1165	26500	5	GUT_GENOME239728_23
1166	26600	6	GUT_GENOME239728_23
1167	26700	9	GUT_GENOME239728_23
1168	26800	10	GUT_GENOME239728_23
1169	26900	9	GUT_GENOME239728_23
1170	27000	12	GUT_GENOME239728_23
1171	27100	9	GUT_GENOME239728_23
1172	27200	9	GUT_GENOME239728_23
1173	27300	13	GUT_GENOME239728_23
1174	27400	11	GUT_GENOME239728_23
1175	27500	16	GUT_GENOME239728_23
1176	27600	12	GUT_GENOME239728_23
1177	27700	23	GUT_GENOME239728_23
1178	27800	15	GUT_GENOME239728_23
1179	27900	12	GUT_GENOME239728_23
1180	28000	11	GUT_GENOME239728_23
1181	28100	15	GUT_GENOME239728_23
1182	28200	15	GUT_GENOME239728_23
1183	28300	13	GUT_GENOME239728_23
1184	28400	18	GUT_GENOME239728_23
1185	28500	20	GUT_GENOME239728_23
1186	28600	21	GUT_GENOME239728_23
1187	28700	13	GUT_GENOME239728_23
1188	28800	22	GUT_GENOME239728_23
1189	28900	21	GUT_GENOME239728_23
1190	29000	20	GUT_GENOME239728_23
1191	29100	12	GUT_GENOME239728_23
1192	29200	10	GUT_GENOME239728_23
1193	29300	11	GUT_GENOME239728_23
1194	29400	11	GUT_GENOME239728_23
1195	29500	17	GUT_GENOME239728_23
1196	29600	16	GUT_GENOME239728_23
1197	29700	17	GUT_GENOME239728_23
1198	29800	10	GUT_GENOME239728_23
1199	29900	9	GUT_GENOME239728_23
1200	30000	14	GUT_GENOME239728_23
1201	30100	11	GUT_GENOME239728_23
1202	30200	8	GUT_GENOME239728_23
1203	30300	9	GUT_GENOME239728_23
1204	30400	5	GUT_GENOME239728_23
1205	30500	13	GUT_GENOME239728_23
1206	30600	17	GUT_GENOME239728_23
1207	30700	15	GUT_GENOME239728_23
1208	30800	18	GUT_GENOME239728_23
1209	30900	19	GUT_GENOME239728_23
1210	31000	15	GUT_GENOME239728_23
1211	31100	15	GUT_GENOME239728_23
1212	31200	15	GUT_GENOME239728_23
1213	31300	13	GUT_GENOME239728_23
1214	31400	17	GUT_GENOME239728_23
1215	31500	17	GUT_GENOME239728_23
1216	31600	22	GUT_GENOME239728_23
1217	31700	19	GUT_GENOME239728_23
1218	31800	12	GUT_GENOME239728_23
1219	31900	16	GUT_GENOME239728_23
1220	32000	12	GUT_GENOME239728_23
1221	32100	19	GUT_GENOME239728_23
1222	32200	15	GUT_GENOME239728_23
1223	32300	11	GUT_GENOME239728_23
1224	32400	16	GUT_GENOME239728_23
1225	32500	15	GUT_GENOME239728_23
1226	32600	18	GUT_GENOME239728_23
1227	32700	18	GUT_GENOME239728_23
1228	32800	21	GUT_GENOME239728_23
1229	32900	17	GUT_GENOME239728_23
1230	33000	22	GUT_GENOME239728_23
1231	33100	24	GUT_GENOME239728_23
1232	33200	13	GUT_GENOME239728_23
1233	33300	19	GUT_GENOME239728_23
1234	33400	12	GUT_GENOME239728_23
1235	33500	15	GUT_GENOME239728_23
1236	33600	17	GUT_GENOME239728_23
1237	33700	24	GUT_GENOME239728_23
1238	33800	18	GUT_GENOME239728_23
1239	33900	14	GUT_GENOME239728_23
1240	34000	16	GUT_GENOME239728_23
1241	34100	19	GUT_GENOME239728_23
1242	34200	15	GUT_GENOME239728_23
1243	34300	19	GUT_GENOME239728_23
1244	34400	14	GUT_GENOME239728_23
1245	34500	16	GUT_GENOME239728_23
1246	34600	14	GUT_GENOME239728_23
1247	34700	13	GUT_GENOME239728_23
1248	34800	16	GUT_GENOME239728_23
1249	34900	19	GUT_GENOME239728_23
1250	35000	16	GUT_GENOME239728_23
1251	35100	14	GUT_GENOME239728_23
1252	35200	15	GUT_GENOME239728_23
1253	35300	19	GUT_GENOME239728_23
1254	35400	15	GUT_GENOME239728_23
1255	35500	15	GUT_GENOME239728_23
1256	35600	9	GUT_GENOME239728_23
1257	35700	11	GUT_GENOME239728_23
1258	35800	17	GUT_GENOME239728_23
1259	35900	13	GUT_GENOME239728_23
1260	36000	19	GUT_GENOME239728_23
1261	36100	13	GUT_GENOME239728_23
1262	36200	18	GUT_GENOME239728_23
1263	36300	18	GUT_GENOME239728_23
1264	36400	13	GUT_GENOME239728_23
1265	36500	15	GUT_GENOME239728_23
1266	36600	20	GUT_GENOME239728_23
1267	36700	18	GUT_GENOME239728_23
1268	36800	12	GUT_GENOME239728_23
1269	36900	14	GUT_GENOME239728_23
1270	37000	8	GUT_GENOME239728_23
1271	37100	15	GUT_GENOME239728_23
1272	37200	4	GUT_GENOME239728_23
1273	37300	6	GUT_GENOME239728_23
1274	37400	7	GUT_GENOME239728_23
1275	37500	5	GUT_GENOME239728_23
1276	37600	8	GUT_GENOME239728_23
1277	37700	12	GUT_GENOME239728_23
1278	37800	17	GUT_GENOME239728_23
1279	37900	18	GUT_GENOME239728_23
1280	38000	18	GUT_GENOME239728_23
1281	38100	14	GUT_GENOME239728_23
1282	38200	18	GUT_GENOME239728_23
1283	38300	18	GUT_GENOME239728_23
1284	38400	17	GUT_GENOME239728_23
1285	38500	10	GUT_GENOME239728_23
1286	38600	15	GUT_GENOME239728_23
1287	38700	17	GUT_GENOME239728_23
1288	38800	17	GUT_GENOME239728_23
1289	38900	14	GUT_GENOME239728_23
1290	39000	20	GUT_GENOME239728_23
1291	39100	9	GUT_GENOME239728_23
1292	39200	19	GUT_GENOME239728_23
1293	39300	11	GUT_GENOME239728_23
1294	39400	20	GUT_GENOME239728_23
1295	39500	17	GUT_GENOME239728_23
1296	39600	17	GUT_GENOME239728_23
1297	39700	18	GUT_GENOME239728_23
1298	39800	12	GUT_GENOME239728_23
1299	39900	9	GUT_GENOME239728_23
1300	40000	15	GUT_GENOME239728_23
1301	40100	14	GUT_GENOME239728_23
1302	40200	13	GUT_GENOME239728_23
1303	40300	14	GUT_GENOME239728_23
1304	40400	20	GUT_GENOME239728_23
1305	40500	21	GUT_GENOME239728_23
1306	40600	20	GUT_GENOME239728_23
1307	40700	20	GUT_GENOME239728_23
1308	40800	19	GUT_GENOME239728_23
1309	40900	11	GUT_GENOME239728_23
1310	41000	22	GUT_GENOME239728_23
1311	41100	28	GUT_GENOME239728_23
1312	41200	21	GUT_GENOME239728_23
1313	41300	12	GUT_GENOME239728_23
1314	41400	21	GUT_GENOME239728_23
1315	41500	14	GUT_GENOME239728_23
1316	41600	19	GUT_GENOME239728_23
1317	41700	27	GUT_GENOME239728_23
1318	41800	16	GUT_GENOME239728_23
1319	41900	16	GUT_GENOME239728_23
1320	42000	18	GUT_GENOME239728_23
1321	42100	20	GUT_GENOME239728_23
1322	42200	12	GUT_GENOME239728_23
1323	42300	20	GUT_GENOME239728_23
1324	42400	15	GUT_GENOME239728_23
1325	42500	17	GUT_GENOME239728_23
1326	42600	16	GUT_GENOME239728_23
1327	42700	27	GUT_GENOME239728_23
1328	42800	20	GUT_GENOME239728_23
1329	42900	22	GUT_GENOME239728_23
1330	43000	14	GUT_GENOME239728_23
1331	43100	17	GUT_GENOME239728_23
1332	43200	13	GUT_GENOME239728_23
1333	43300	19	GUT_GENOME239728_23
1334	43400	25	GUT_GENOME239728_23
1335	43500	16	GUT_GENOME239728_23
1336	43600	17	GUT_GENOME239728_23
1337	43700	11	GUT_GENOME239728_23
1338	43800	15	GUT_GENOME239728_23
1339	43900	16	GUT_GENOME239728_23
1340	44000	19	GUT_GENOME239728_23
1341	44100	25	GUT_GENOME239728_23
1342	44200	11	GUT_GENOME239728_23
1343	44300	10	GUT_GENOME239728_23
1344	44400	17	GUT_GENOME239728_23
1345	44500	14	GUT_GENOME239728_23
1346	44600	26	GUT_GENOME239728_23
1347	44700	12	GUT_GENOME239728_23
1348	44800	17	GUT_GENOME239728_23
1349	44900	13	GUT_GENOME239728_23
1350	0	0	GUT_GENOME239728_18
1351	100	1	GUT_GENOME239728_18
1352	200	1	GUT_GENOME239728_18
1353	300	11	GUT_GENOME239728_18
1354	400	1	GUT_GENOME239728_18
1355	500	6	GUT_GENOME239728_18
1356	600	6	GUT_GENOME239728_18
1357	700	0	GUT_GENOME239728_18
1358	800	0	GUT_GENOME239728_18
1359	900	1	GUT_GENOME239728_18
1360	1000	1	GUT_GENOME239728_18
1361	1100	0	GUT_GENOME239728_18
1362	1200	2	GUT_GENOME239728_18
1363	1300	1	GUT_GENOME239728_18
1364	1400	9	GUT_GENOME239728_18
1365	1500	14	GUT_GENOME239728_18
1366	1600	17	GUT_GENOME239728_18
1367	1700	15	GUT_GENOME239728_18
1368	1800	13	GUT_GENOME239728_18
1369	1900	13	GUT_GENOME239728_18
1370	2000	11	GUT_GENOME239728_18
1371	2100	5	GUT_GENOME239728_18
1372	2200	11	GUT_GENOME239728_18
1373	2300	12	GUT_GENOME239728_18
1374	2400	13	GUT_GENOME239728_18
1375	2500	12	GUT_GENOME239728_18
1376	2600	22	GUT_GENOME239728_18
1377	2700	17	GUT_GENOME239728_18
1378	2800	13	GUT_GENOME239728_18
1379	2900	12	GUT_GENOME239728_18
